name,description,price,introduction,item_spec
韓國🇰🇷 鯊魚寶寶 洗澡噴水玩具 五種造型 單隻賣 隨機出貨,,"['NT$150', 'NT$299']","['超可愛的Pinkfong BABY SHARK洗澡玩偶來啦，', '矽膠材質，很好按壓，', '小朋友超喜歡～', '🌟商品來源皆來自韓國出貨', '🌟保證正品', '🌟尺寸：6～7 cm', ' ', '～洗澡噴水公仔組～', ' ', '100%正韓鯊魚寶寶洗澡玩具安全無毒品質有保障超有趣水槍公仔', '手感超軟Q，玩水輕鬆還有收納袋可以裝起來', ' ', '五種造型 如圖 隨機出貨', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98s-lzq9o18m6zuc93', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98v-lzq9o18m8ees1a', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98s-lzq9o18m9sz8ba', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r990-lzq9o18mb7jo01', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98z-lzq9o18mcm4449', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98r-lzq9o18me0ok35', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98y-lzq9o18mff90d6']",[]
韓國🇰🇷 不倒翁 OTTOGI 韓式甜辣醬 350g,,"['NT$168', 'NT$259']","['韓國產紅辣椒、鳳梨、蘋果泥', '以完美比例相遇', '甜辣的味道一級棒~', '嚐過一次之後,就會回頭再吃!', ' ', '不僅可以作為炒菜的沾醬、越南春捲醬、火鍋醬, 它也可以用作三明治的醬汁。 它甚至具有多功能性!', ' ', '真是萬用醬~', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r992-lzqeuwjtfkz84c', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98x-lzqeuwjtgzjo21']",[]
韓國🇰🇷 mytoys 繽紛果凍史萊姆 4色隨機出貨 單罐 190g,,"['NT$80', 'NT$99']","['果凍系列 顏色隨機出貨✨✨', ' ', '📌像果凍一樣的QQ水潤感！延展性高、好拉長，可以隨心所欲地塑造出各種有趣的形狀', '📌不論是捏出小球、壓扁成餅乾，還是拉成長長的線條，都可以輕鬆實現', ' ', '●來自韓國的MY TOYS史萊姆，好揉捏好清理！', ' ', '●每款史萊姆都已調配出獨特觸感，一開封就能玩', ' ', '●溫水就能沖洗化開，避免媽媽最怕的沾黏頭髮窘況', ' ', '●全品項皆獲得韓國KC安全認證，安全有保障', ' ', '—', ' ', '●繽紛果凍史萊姆- 觸感Q彈，適合搭配小珠子、亮片等配件一起揉捏（4色隨機出貨）', ' ', ' ', '韓國 MYTOYS史萊姆是最適合孩子的韓國史萊姆！', ' ', '每款韓國 MYTOYS史萊姆都已經用最適合的比例調製出各有特色的觸感，不需要另外調配，一開封就可以盡情揉捏，發揮創意、釋放壓力。孩子自己操作也沒問題，一開罐就能讓爸媽獲得好幾個小時的清閒～', ' ', '✨輕鬆好清理！', ' ', '擔心孩子們玩瘋，黏到衣服頭髮到處都是嗎？一講到史萊姆就緊皺眉頭的爸媽們有福了！韓國MYTOYS史萊姆用溫水沖洗就能化開，不怕黏到頭髮不知道怎麼辦，也不用出動剪刀清理修剪啦！', ' ', '✨錢包不變瘦！', ' ', '跟百貨公司裡常見的貴貴史萊姆課程相比，韓國MYTOYS', '史萊姆價錢真的好划算！直接各款各色挑一挑、寶盒買起來！讓孩子在家沉浸在自己的小天地', ' ', '✨玩樂中學習！', ' ', '繽紛的顏色及滑溜又Q 彈的觸感，都很能幫助刺激孩子五感發展。讓孩子們大膽嘗試，將史萊姆戳戳、揉揉、捏捏、搓搓，感受史萊姆的彈性跟延展性，幫助促進腦部發育及手部小肌肉的發展、提升色彩識別的能力。', ' ', '✨安全又無毒！', ' ', '韓國MYTOYS 史萊姆獲得韓國KC 安全認證及台灣標檢局檢驗，內容物符合歐盟標準，且未添加防腐劑，讓小寶貝玩樂更添安全感。', ' ', '📏韓國 MYTOYS 史萊姆的使用&保存方式太史萊姆開封過後，正常使用下約可以玩7天。', ' ', '若要重複使用，請務必將史萊姆重新放回盒中密封保存，以防水分散失。', '大冬季建議保存在溫暖處，夏季建議可以冷藏保存，使用前30分鐘，從冰箱中取出並搓軟後再使用。', '史萊姆過度融化時，可放入冰箱冷藏或加入些許小蘇打水混合均勻。', '史萊姆變得太硬時，可以添加些許甘油或熱水混合均勻。']",[]
韓國🇰🇷 PINKY 兒童護髮精華油 80ml,,"['NT$380', 'NT$499']","['PINKY 兒童護髮精華油 80ml', ' ', 'ℹ️ 商品介紹：', '- Pink Princess兒童護髮精油專為兒童設計', '- 全成分採用EWG綠色等級成分', '- 利用最天然的護髮聖品製造出專屬兒童使用的護髮精油', ' ', '✨ 商品特色：', '- 絕對不含有害物質，讓寶貝也可以養出一頭秀髮', '- 天然成分，安全溫和，不刺激頭皮', '- 特別設計，針對兒童的髮質需求', ' ', '   ・高濃縮精華，一滴輕盈呵護秀髮', '   ・滋養保濕，改善毛躁受損', '   ・綠色等級成分，安全環保', ' ', '🟪什麼時候需要使用', '➡️當用水梳頭髮時，頭髮會變硬?', '➡️需要使用護髮素卻只能用大人使用的?', '➡️每天早上綁頭髮時跟孩子吵架?', '➡️寶貝的頭髮長得很快，很容易纏在一起?', ' ', '💕如何使用💅', '1.吹風前先取適量的護髮精油均勻塗抹於髮尾上', '2.將頭髮徹底吹乾,再取適量塗抹於髮中至髮尾即可。', ' ', '💕注意', '1.洗髮後，在頭髮微濕的情況下，塗抹少量護髮精油即可。', '2.嬰兒可能會吞食，使用時請留意。', '3.請不要塗抹於頭皮。', '4.避免接觸眼睛。', ' ', '👶 適用年齡：', '- 適合所有兒童使用', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98t-lyzip3dndq8u8b', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98t-lyzip3dncboeee', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98r-lyzip3dngjdq09', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98z-lyzjnsepm7mmd3', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98r-lyzip3dnjcim17', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98o-lyzip3dnkr32df', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98z-lyzip3dnnk7y3d', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98p-lyzip3dnoyse1f', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98t-lyzip3dnqdcub7', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98z-lyzjnsepp0rie7', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98r-lyzjnsepqfby15', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98u-lyzjnseprtwe2c']",[]
韓國🇰🇷 OTTOGI 不倒翁 香菇牛肉粥 450g,,"['NT$168', 'NT$209']","['成分：水、稻米、牛肉、香菇、金針菇、糯米、洋蔥、釀造醬油、牛腩湯濃縮液、芝麻油、蔥、大蒜、牛肉高湯粉、玉米油、豬骨濃縮液、再製鹽、蔥花、糖、洋蔥風味粉、蛋殼粉、水解植物蛋白、增味劑、胡椒粉、混合濃縮生育醇（抗氧化劑）', ' ', '用微波爐煮時', '打開1袋紙鈔蒸煮品頂部的開口後，', '將袋子直立放置，加熱30秒（以700W為基準）。 （1000W 每分鐘 10 秒）', ' ', '2) 將微波爐安全煮粥倒入容器中，並用保鮮膜蓋住（700W)。', '（以1000W為基準，量請另外煮。）', '使用沸水時', '將產品放入袋中，放入沸水中煮約10分鐘。', '趁熱食用', '開封前請搖勻，味道更佳！', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r990-lzincvyuyasecc', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98w-lzincvyuzpcua8', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r990-lzincvyv13xaf7']",[]
韓國🇰🇷 OTTOGI 不倒翁 牛排醬 原味 290g,,"['NT$99', 'NT$129']","['韓國原裝進口', '醃沾拌炒皆可用', '牛排必備良品']",[]
韓國🇰🇷 OTTOGI不倒翁 芝麻炸豬排醬 290g,,"['NT$88,888']","['讓我們帶你踏上味蕾的美妙之旅，探索 OTTOGI 不倒翁芝麻炸豬排醬的獨特魅力。', ' ', '這款醬料結合了香濃的芝麻與精緻的炸豬排風味，無論是豬排、雞肉，甚至是蔬菜，都能瞬間升級為美味佳肴。', ' ', '口味特色：', '芝麻香氣：濃郁的芝麻香味層層包裹，讓每一口都充滿了濃厚的香氣和口感。', ' ', '炸豬排風味：融合了經典炸豬排的醇厚口感，醬料帶來豐富的層次感，讓你的料理更具誘人風味。', ' ', '甜鹹平衡：精緻調味，甜鹹之間的完美平衡，增添了層次感和風味深度，使每一口都令人回味無窮。', ' ', '不論是日常家庭晚餐還是聚會派對，OTTOGI 不倒翁芝麻炸豬排醬都是你的最佳選擇。只需輕輕一淋，立刻為你的菜肴注入無與倫比的美味。立即體驗這款醬料，讓每一餐都充滿驚喜！']",[]
韓國🇰🇷 Bonjuk本粥 微辣涼拌紫蘇葉 80g,,"['NT$88,888']","['微辣口味：結合了微辣的調味，為紫蘇葉增添了豐富的口感和刺激，適合喜愛微辣風味的食客。', ' ', '新鮮紫蘇葉：選用新鮮紫蘇葉，保留了原有的香氣和營養，為每一口增添自然清新的味道。', ' ', '方便即食：80g 小包裝設計，便於日常食用和攜帶，快速方便地享受美味涼拌菜。', ' ', '多用途：不僅可以作為主菜的配菜，還能用來增添沙拉、夾餅或作為開胃小菜。', ' ', '使用建議：', '配菜：適合與主菜搭配，如米飯、麵食等，增添風味。', '開胃小菜：作為餐前小菜或聚會點心，為餐桌增添美味。', '快速餐點：方便快捷，適合忙碌時的健康選擇。']",[]
NECK FAN 無葉掛脖風扇,"- 安全無風葉，適合各年齡層
- 多檔調節風速","['NT$280', 'NT$359']","['● 安全無風葉，防止觸碰造成傷害，特別適合兒童和老人使用', '● 可根據需求調節風量大小，提供舒適的風感', '● 掛脖式設計解放雙手，提升使用靈活性', '● 內置可充電電池，減少一次性電池使用，環保又經濟', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_26c1c15e-7f01-413e-9583-56e92e427b9a.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_28a671c3-59fc-4f7f-aebb-08d2deee2be6.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_5c720fc9-2436-47a6-b9a6-b8af815315b9.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_a2887a85-10c7-47a5-a49e-9918daef3d47.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_6e355456-65ba-4572-b137-ccdb775a39f6.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_659c9e31-805e-49ff-858c-7671eb430365.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_c45eecc3-01ba-44f9-a309-75beec06c868.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_501a84ec-54d1-4f36-803a-bc9acc298632.jpeg', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_c59ab724-477b-471a-8824-5e88d08985f2.jpeg', ' ', ' ']","['藍', '灰']"
韓國🇰🇷 Binggrae 螃蟹餅乾 火辣炒碼口味 70g,"- 正宗的韓式口味
- 與家人朋友一起分享，增加聚會的趣味性","['NT$65', 'NT$95']","['● 火辣炒碼口味融合了新鮮蟹肉和多種韓式香料，每一口都充滿了炒碼蟹的獨特風味和韓國傳統的辣味。', '●  嚴格的品質控制使每片餅乾都含有豐富的蟹肉風味，並且香脆可口，令人一試成主顧。', '●  為了呈現最佳口感，Binggrae採用先進的製作工藝，確保每片餅乾都經過精細的烘焙，完美呈現火辣炒碼蟹的風味。', ' ', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98q-lzl93r0prvg43a', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98p-lzl93r0pta0kdd', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r991-lzl93r0pw35g2d']",[]
韓國🇰🇷 膳府 SEMPIO 原味紫蘇葉罐頭 70g,,"['NT$66', 'NT$99']","['☘品名：韓國【SEMPIO】膳府紫蘇葉(原味) 70克', '☑韓式紫蘇葉包飯必備！歐巴最愛韓國小菜', '☑便利即食罐，即開即可食用', '☑微辣鹹香紫蘇葉～搭配白飯米食超絕配，烤肉、火鍋料理也適合', '☑開罐式設計，露營野餐攜帶極便利', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98s-lxorknw68uggfe', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98y-lxorknw6a90w01']",[]
韓國🇰🇷 膳府 SEMPIO 醬煮鵪鶉蛋罐頭,"- 鵪鶉蛋外嫩內滑，醬汁味濃，口感豐富
- 方便快捷的罐頭設計，隨時可以食用","['NT$68', 'NT$99']","['✨ 商品特色：', '- 醬煮鵪鶉蛋，獨特美味，適合各種料理。', '- 採用高品質成分，包括鵪鶉蛋、醬油、高果糖漿、日式青椒等，風味絕佳。', '- 即食方便，開罐即食或加入各類料理中增添風味。', '⚠️ 注意事項：', '- 避免陽光直射，存放於陰涼乾燥處。', '', '[圖片] https://cdn.cybassets.com/s/files/27489/ckeditor/pictures/content_214d5bf8-e785-40bf-8146-05fa6631e929.png']",[]
津津蘆筍汁 245ml,,"['NT$12', 'NT$18']","['生津止渴 清爽好喝', '讓人再三回味還是津津有味！', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98y-lzlp1ztri9sud6', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98o-lzlp1ztrjoda5d', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98z-lzlp1ztrl2xqf4', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98y-lzlp1ztrmhi6a2', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r992-lzlp1ztrnw2m1c', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r990-lzlp1ztrpan26f']",[]
韓國🇰🇷 JM solution 海洋珍珠深層保濕眼膜 60片,,"['NT$360', 'NT$499']","['[產品特性]', '🌊 海洋夜光珍珠:注入海洋珍珠提取物,這些眼貼有助於提亮和活化眼周嬌嫩的肌膚.', '💧 深層保溼:為眼下區域提供強效保溼,減少乾燥和浮腫.', '✨ 清涼效果:提供清爽的清涼感,舒緩疲憊的眼睛,減少黑眼圈的出現.', '🧴 易於塗抹:形狀方便的貼片完美貼閤眼下區域,提供有效的效果.', ' ', '[關鍵成分]', '🌊 珍珠提取物:富含礦物質和氨基酸,珍珠提取物提亮膚色,增強光澤.', '💧 透明質酸:深層滋潤肌膚,保持豐盈滋潤.', '🌿 海洋膠原蛋白:改善皮膚彈性和緊緻度,減少細紋和皺紋的出現.', '🌸 植物提取物:舒緩和滋養嬌嫩的眼下肌膚,促進健康和年輕外觀.', ' ', '[如何使用]', '1️⃣ 清潔:從乾淨的臉開始.', '2️⃣ 塗抹:使用提供的抹刀取起眼貼並將其放在眼睛下方. 重複另一隻眼睛.', '3️⃣ 放鬆:讓貼片貼上 20-30 分鐘,讓精華液吸收到皮膚中.', '4️⃣ 去除:輕輕去除貼片並將剩餘的精華液拍打到皮膚中以更好地吸收.', '5️⃣ 後續:定期使用,每週2-3次,以獲得最佳效果.', ' ', '[好處]', '🌟 亮白:珍珠提取物有助於提亮眼下區域,減少黑眼圈的出現.', '💧 補水:提供深層持久的水分,保持眼下肌膚水分.', '🌿 緊緻:海洋膠原蛋白可改善皮膚彈性,減少細紋和皺紋.', '🧴 舒緩:植物提取物舒緩和清爽眼周嬌嫩肌膚.', ' ', '[適用於]', '所有皮膚類型,尤其是那些尋求解決黑眼圈,浮腫和眼周細紋的人.', ' ', '體驗 JM Solution Marine glow Pearl Deep Moisture eye Patch 的亮白和保溼功效--您打造清爽,容光煥發和年輕眼部區域的關鍵.', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98o-lzlpzp2afmd0ab', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98x-lzlpzp2ah0xg1f', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r991-lzlzqiqk30gu06', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98w-lzlpzp2ae7sk55', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98x-lzk7awnffx9a70', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98z-lzk7awnfhbtqb8', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98u-lzk7awnfiqe693', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98w-lzka4wdtzqce94']",[]
韓國🇰🇷 HAITAI 海太 醇濃花生奶油糖 單包 126g,"- 柔滑口感
- 濃郁花生香氣
- 天然花生味道","['NT$68', 'NT$99']","['● 選用新鮮、高品質的花生，經過精心烘焙，保留了花生的原汁原味。', '● 奶油和花生的融合使每一口都充滿了濃郁的花生香氣和甜蜜的奶油味道', '● 濃郁的花生奶油味，甜而不膩，讓人一試成主顧', '● 日常辦公、家庭聚會，還是外出旅行，都能隨時隨地享用', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98w-lym9cqundmam2f', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98p-lymzypfo356c03', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98u-lymzypfo4jqse4']",[]
韓國🇰🇷 SEOJU 奶油風味鬆餅餅乾 55g,,"['NT$68', 'NT$99']","['', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98s-lzm5ais1p0riaf', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98w-lzm5ais1qfby24', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98z-lzm5ais1rtweb4', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98w-lzlzqiqkh25a97', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98q-lym9cqunat5qa2', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98u-lym9cqunc7q6b8']",[]
韓國🇰🇷 PALDO八道 甜米露 175ml,"- 經典米香，甜而不膩
- 一口甜米露，感受自然的甘甜","['NT$26', 'NT$49']","['● 選用優質的米粒，精緻工藝下進行慢火熬煮，保留了米的天然營養成分和純正風味', '● 作為每天的健康飲品，為您提供自然的甜美享受', '● 搭配各種甜品，如蛋糕、餅乾等，提升口感層次。', '● 小巧的瓶裝設計，隨時隨地滿足您的甜蜜需求。', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r992-lyyig8i5p1is16', ' ']",[]
韓國🇰🇷 膳府 Sempio 炒明太魚乾小菜罐頭 50g,,"['NT$116', 'NT$199']","['炒明太魚是一道很受歡迎的配菜，通常搭配米飯🍚', '具有微辣和微甜的味道和耐嚼的質地', '或啤酒🍻', ' 100%明太魚肉製造 配上韓國著名饍府醬油✨', '  精心挑選上等食材及調味再加饍府40年獨有配方炮製✨', ' 易拉式容器 一拉就食✨並且可以作為在家中和/或外出時的配菜。', ' ', 'Sempio 憑藉 40 年的專業技術，自 1976 年以來不斷完善的秘方製成。', '嚴格挑選的原料和調味品，就像媽媽做的那樣，精心製作 Sempio 炒明太魚乾小菜罐頭。', ' ', ' 韓國製造✨', ' ', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98o-lzm5ais1un1a9b', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98u-lzm5ais1w1lqfd', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98u-lzlpzp2a8lis56', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98t-lzlpzp2aa0385b', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98z-lzlpzp2abenoc1', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98p-ly7eabqyvzskaa', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r991-lzlpzp2act84de']",[]
韓國🇰🇷 不倒翁 OTTOGI 韓式冬粉 500g,,"['NT$120', 'NT$199']","['韓國冬粉跟台灣的冬粉截然不同喔！', '台灣是綠豆做的韓國是地瓜做的', '比較粗比較Q超級好吃Q彈', '韓國冬粉要先泡冷水20~30分鐘', '再用熱水煮5-8分鐘  ', '煮完再泡冷水 會變得超級Q喔', ' ', '★韓式冬粉用地瓜粉製成，口感Q彈有韌性。', '★易煮不爛冬粉彈牙，韓國人的最愛！', '★冷熱皆宜，可煮湯，火鍋、涼拌、拌炒食用！', ' ', ' ', '', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98w-lyelii0cp1pw54', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r991-lyelii0cqgacc7', '[圖片] https://cf.shopee.tw/file/tw-11134208-7r98p-lyelii0cruusea']",[]
